"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
20.6892203693017,13.9469712317155,5.8084126950526,17.6397169464288,11.865522511756,13.3111518045566,14.5612645117652,13.8010533980064,17.0294347170006,16.9165833719208,2.53104430603141,6.76964399023457,13.7489884717896,16.0225401063344,17.6485326748962,9.28124573658364
13.9469712317155,31.577320408333,2.49081266725002,18.0090964400678,19.108650967709,22.4125469613197,22.2141752752492,23.8689544273281,21.1076071475019,18.671538075564,-6.73079996128584,2.97770099406685,20.5606681590747,25.0210999679058,17.0036857932457,18.6998356081439
5.8084126950526,2.49081266725002,7.2388529583559,4.86257785090949,3.28397937223604,2.70590011022943,3.12444960907861,2.66157863065856,3.41328291598344,4.37954307162721,7.99748670304382,6.42121766947486,3.71145981630016,2.89212827073665,4.8446645778578,1.52808979074574
17.6397169464288,18.0090964400678,4.86257785090949,24.0947900050722,14.8401422680078,16.883351092892,18.2775730780023,17.9381041312217,20.2432005459443,19.1178644431778,-1.2442500117544,5.75790206657328,16.9026962236469,20.1877304074423,19.6130855188497,12.4744130885027
11.865522511756,19.108650967709,3.28397937223604,14.8401422680078,26.4846267168537,18.6575781512611,18.3461622751577,19.7109366312311,16.5402899237458,15.0757966291747,-2.52182289356092,3.52010205325895,17.6341276458134,20.3300052566122,13.5757257305937,15.9433344702483
13.3111518045566,22.4125469613197,2.70590011022943,16.883351092892,18.6575781512611,24.0335613414314,21.0327504354062,22.8690917211687,19.5799761098239,17.5177774003948,-5.34569437570453,3.06308337448524,19.7294429582584,23.7121259845241,15.46238981995,18.3178186625613
14.5612645117652,22.2141752752492,3.12444960907861,18.2775730780023,18.3461622751577,21.0327504354062,32.082503931223,22.430502026561,20.4259071477662,18.3784267236516,-5.44989970543149,3.70538465323016,20.0587947714962,24.2386890913279,17.7664670254702,16.789449528364
13.8010533980064,23.8689544273281,2.66157863065856,17.9381041312217,19.7109366312311,22.8690917211687,22.430502026561,29.3119493111777,21.0419596850454,18.6107007345811,-6.19079569725563,3.08380132312878,21.0556064918906,25.2873683166393,16.6354361265167,19.5088246874922
17.0294347170006,21.1076071475019,3.41328291598344,20.2432005459443,16.5402899237458,19.5799761098239,20.4259071477662,21.0419596850454,28.0156103763454,20.5123641997417,-5.29230038452964,4.20902848162544,18.6614724102638,23.1002713667816,20.0280668161189,15.8365538032447
16.9165833719208,18.671538075564,4.37954307162721,19.1178644431778,15.0757966291747,17.5177774003948,18.3784267236516,18.6107007345811,20.5123641997417,22.9567548056184,-2.23475360306079,5.2353169940326,17.0155287503217,20.509720707718,19.0308305578074,13.3777179367643
2.53104430603141,-6.73079996128584,7.99748670304382,-1.2442500117544,-2.52182289356092,-5.34569437570453,-5.44989970543149,-6.19079569725563,-5.29230038452964,-2.23475360306079,20.5597735777048,8.22728094437497,-2.99430641104255,-7.34287037063811,-1.38329827672884,-5.24451694730406
6.76964399023457,2.97770099406685,6.42121766947486,5.75790206657328,3.52010205325895,3.06308337448524,3.70538465323016,3.08380132312878,4.20902848162544,5.2353169940326,8.22728094437497,8.51212342276926,4.14956243394943,3.38797621407231,6.08953771225288,0.755354110491315
13.7489884717896,20.5606681590747,3.71145981630016,16.9026962236469,17.6341276458134,19.7294429582584,20.0587947714962,21.0556064918906,18.6614724102638,17.0155287503217,-2.99430641104255,4.14956243394943,36.9315869890237,22.342467532353,15.9148396060294,16.6761040941574
16.0225401063344,25.0210999679058,2.89212827073665,20.1877304074423,20.3300052566122,23.7121259845241,24.2386890913279,25.2873683166393,23.1002713667816,20.509720707718,-7.34287037063811,3.38797621407231,22.342467532353,34.4515629998005,19.1515190423262,20.1277885780112
17.6485326748962,17.0036857932457,4.8446645778578,19.6130855188497,13.5757257305937,15.46238981995,17.7664670254702,16.6354361265167,20.0280668161189,19.0308305578074,-1.38329827672884,6.08953771225288,15.9148396060294,19.1515190423262,32.4355373020752,9.74707672657497
9.28124573658364,18.6998356081439,1.52808979074574,12.4744130885027,15.9433344702483,18.3178186625613,16.789449528364,19.5088246874922,15.8365538032447,13.3777179367643,-5.24451694730406,0.755354110491315,16.6761040941574,20.1277885780112,9.74707672657497,37.6109699335106
